Loan ID,Borrower Name,Branch,RM,Province,City / Town,Loan Product,Sector,Collateral Type,Issue Date,Maturity Date,Tenor (Mo),"Loan Amt
(USD)","Outstanding
(USD)","Int Rate
(%)","Annual Income
(USD)","DTI
(%)",DSCR,"Credit
Score","Emp Length
(Yrs)","Collateral
Value (USD)","LTV
(%)","Revol Util
(%)",DPD,"Missed
Pmts","Part
Pmts","Bank Bal
Trend","Inflation
Exp","Forex
Income",Loan Status
CNB-011636,Ropafadzo Nyamupingidza,Chinhoyi Branch,P. Mhlanga,Harare Metropolitan,Harare,Property Development Loan,Manufacturing,Salary cession,1/8/2022,16/7/2025,36,"$34,600","$16,331",19.40%,"$258,200",26.60%,3.22x,663,10,"$16,613",98.30%,8.40%,0,1,0,Stable,Low,No,Performing
CNB-011637,Sekai Chikwanda,Chitungwiza Branch,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Manufacturing,Stock/inventory pledge,26/6/2024,21/6/2025,12,"$1,600","$1,290",26.80%,"$2,300",41.60%,1.12x,640,3,"$1,046",123.30%,68.70%,14,2,2,Declining,Low,No,Special mention
CNB-011638,Tariro Phiri,Beitbridge Branch,H. Zimba,Midlands,Gokwe,Agro-processing Loan,Real estate,Share pledge,23/5/2022,14/11/2023,18,"$3,600","$1,008",16.80%,"$17,000",30.10%,3.74x,672,10,"$1,393",72.30%,6.10%,0,0,1,Declining,Low,Yes,Performing
CNB-011639,Lindiwe Mthembu,Mutare Branch,L. Charamba,Midlands,Kwekwe,Agro-processing Loan,Energy & utilities,Company guarantee,21/1/2023,21/4/2023,3,"$8,500","$2,380",37.20%,"$51,000",51.70%,1.08x,519,5,"$5,940",40.10%,81.70%,30,4,1,Severely declining,High,No,Special mention
CNB-011640,Tsitsi Makoni,Harare Main,T. Chinyoka,Matabeleland South,Beitbridge,Medical Finance,Financial services,Motor vehicle,24/6/2023,13/6/2025,24,"$37,300","$19,956",16.70%,"$211,600",16.70%,3.78x,847,5,"$21,740",91.80%,17.70%,0,0,1,Stable,Low,No,Performing
CNB-011641,Vimbai Tshuma,Chitungwiza Branch,R. Ncube,Bulawayo Metropolitan,Bulawayo,Import Finance,Transport & logistics,Company guarantee,29/1/2024,18/1/2026,24,"$1,100",$829,18.30%,"$6,100",20.90%,3.05x,694,7,"$2,018",41.10%,40.30%,0,1,1,Stable,Medium,No,Performing
CNB-011642,Sibonelo Gova,Chinhoyi Branch,G. Mutasa,Midlands,Gweru,Salary-Backed Loan,Retail trade,Salary cession,11/8/2019,5/8/2020,12,"$30,400","$8,512",28.60%,"$64,600",37.10%,1.45x,593,0,"$6,742",126.30%,49.10%,0,0,0,Declining,High,No,Special mention
CNB-011643,Chisomo Munyeza,Masvingo Branch,N. Gumbo,Mashonaland East,Murewa,School Fees Loan,Health & pharmaceuticals,Agricultural land,28/3/2024,18/3/2026,24,"$21,000","$17,073",39.00%,"$113,100",73.50%,0.49x,281,5,"$28,758",59.40%,97.80%,90,4,2,Severely declining,High,No,Non-performing
CNB-011644,Phenias Mwanza,Chitungwiza Branch,T. Chinyoka,Midlands,Gweru,Equipment Finance,Agriculture,Fixed deposit cession,2/4/2023,27/3/2024,12,"$15,300","$4,284",41.60%,"$84,300",88.20%,0.62x,390,3,"$10,101",42.40%,97.90%,90,2,1,Declining,High,No,Non-performing
CNB-011645,Tariro Charamba,Bulawayo Main,B. Makoni,Masvingo,Chiredzi,Medical Finance,Health & pharmaceuticals,Company guarantee,30/9/2020,29/3/2021,6,"$60,400","$16,912",48.30%,"$460,300",93.90%,0.60x,311,20,"$39,851",42.40%,81.80%,60,6,2,Severely declining,High,No,Non-performing
CNB-011646,Tino Makamba,Harare Main,H. Zimba,Mashonaland Central,Bindura,School Fees Loan,Manufacturing,Residential property,18/1/2024,11/7/2025,18,"$6,500","$4,273",34.30%,"$51,600",67.10%,0.84x,464,5,"$7,771",55.00%,83.90%,0,4,0,Severely declining,High,Yes,Watch
CNB-011647,Tapuwa Musekiwa,Kwekwe Branch,G. Mutasa,Midlands,Kwekwe,Agro-processing Loan,Retail trade,Commercial property,19/8/2021,14/8/2022,12,"$38,800","$10,864",49.40%,"$46,800",92.40%,0.72x,429,25,"$17,348",62.60%,92.10%,60,4,2,Severely declining,High,No,Non-performing
CNB-011648,Tonderai Malunga,Kwekwe Branch,S. Dube,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Financial services,Commercial property,14/5/2019,4/11/2020,18,"$22,100","$6,188",42.80%,"$153,900",67.00%,0.68x,347,10,"$7,693",80.40%,87.00%,90,6,3,Severely declining,High,No,Non-performing
CNB-011649,Sibonelo Mugabe,Beitbridge Branch,M. Ndlovu,Midlands,Gokwe,Export Finance,Agriculture,No collateral,18/6/2024,23/5/2029,60,"$4,700","$4,503",38.60%,"$30,900",73.00%,0.87x,501,20,$0,,77.30%,14,3,0,Severely declining,High,No,Watch
CNB-011650,Fortune Mamvura,Kwekwe Branch,R. Ncube,Masvingo,Masvingo,Microfinance Loan,Transport & logistics,Company guarantee,29/6/2023,23/6/2024,12,"$4,300","$1,204",31.60%,"$29,000",33.20%,1.82x,650,3,"$1,042",115.50%,59.60%,14,0,0,Improving,High,Yes,Special mention
CNB-011651,Zodwa Tembo,Victoria Falls Branch,B. Makoni,Matabeleland South,Beitbridge,Property Development Loan,Agriculture,Residential property,19/12/2020,23/11/2025,60,"$4,600","$2,057",32.60%,"$8,000",65.30%,1.16x,490,0,"$4,658",44.20%,68.60%,60,1,1,Declining,Medium,Yes,Watch
CNB-011652,Anesu Munyeza,Victoria Falls Branch,T. Chinyoka,Harare Metropolitan,Harare,Microfinance Loan,Transport & logistics,Fixed deposit cession,25/2/2023,14/2/2025,24,"$1,100",$458,37.80%,"$2,000",48.30%,0.92x,395,7,$917,49.90%,78.80%,45,2,1,Severely declining,High,Yes,Watch
CNB-011653,Sekai Tembo,Masvingo Branch,S. Dube,Manicaland,Mutare,Trade Finance Facility,Energy & utilities,Stock/inventory pledge,19/5/2021,14/5/2022,12,"$5,300","$1,484",25.30%,"$11,500",34.20%,1.62x,571,15,"$1,402",105.90%,47.60%,30,0,0,Improving,Low,No,Special mention
CNB-011654,Lindiwe Chirwa,Masvingo Branch,F. Moyo,Harare Metropolitan,Chitungwiza,School Fees Loan,Financial services,Equipment & machinery,23/9/2021,22/3/2022,6,$800,$224,39.40%,"$3,200",50.10%,1.13x,468,7,$602,37.20%,81.70%,60,2,1,Severely declining,Medium,Yes,Watch
CNB-011655,Tino Mahove,Bulawayo Main,E. Mapfumo,Mashonaland West,Norton,School Fees Loan,Construction,Salary cession,8/7/2019,17/6/2023,48,$600,$168,51.40%,"$3,400",71.70%,0.75x,356,2,$243,69.10%,84.50%,120,3,3,Declining,High,No,Non-performing
CNB-011656,Tapuwa Mugabe,Chinhoyi Branch,D. Rusike,Mashonaland West,Chegutu,SME Working Capital Loan,Financial services,Agricultural land,19/8/2020,10/2/2022,18,"$41,200","$11,536",35.90%,"$276,300",50.00%,0.89x,507,1,"$7,921",145.60%,80.00%,30,4,2,Stable,Medium,No,Watch
CNB-011657,Tawanda Phidza,Masvingo Branch,C. Sibanda,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Education,Residential property,18/4/2023,17/7/2023,3,"$1,200",$336,25.00%,"$7,500",40.60%,1.65x,623,1,$933,36.00%,56.10%,30,2,1,Declining,Medium,No,Special mention
CNB-011658,Nokuthula Moyo,Kwekwe Branch,B. Makoni,Mashonaland East,Marondera,Property Development Loan,Agriculture,Equipment & machinery,2/10/2022,6/9/2027,60,"$2,100","$1,487",21.50%,"$4,100",29.30%,2.85x,802,7,"$2,621",56.70%,14.70%,0,0,1,Improving,Medium,No,Performing
CNB-011659,Nokuthula Taguta,Masvingo Branch,T. Chinyoka,Matabeleland North,Victoria Falls,Trade Finance Facility,Mining,Personal guarantee,2/8/2021,24/1/2023,18,"$11,100","$3,108",27.70%,"$38,500",33.70%,1.29x,575,2,"$7,437",41.80%,66.70%,14,1,0,Stable,Medium,No,Special mention
CNB-011660,Lucky Nkala,Chitungwiza Branch,G. Mutasa,Midlands,Kwekwe,Green Energy Loan,Health & pharmaceuticals,Agricultural land,8/12/2020,3/12/2021,12,"$6,400","$1,792",16.30%,"$14,700",25.70%,3.90x,664,2,"$3,039",59.00%,16.80%,0,0,1,Stable,Medium,No,Performing
CNB-011661,Tendai Gumbo,Beitbridge Branch,L. Charamba,Masvingo,Chiredzi,Import Finance,Agriculture,Commercial vehicle,11/4/2021,16/3/2026,60,"$23,500","$11,571",19.40%,"$167,400",29.50%,2.04x,803,7,"$9,478",122.10%,13.60%,0,1,0,Stable,Medium,Yes,Performing
CNB-011662,Sekai Zizhou,Kwekwe Branch,B. Makoni,Harare Metropolitan,Harare,Export Finance,Manufacturing,Commercial property,26/4/2019,5/4/2023,48,"$59,900","$16,772",48.20%,"$164,400",70.20%,0.59x,360,1,"$22,585",74.30%,80.80%,45,7,4,Declining,High,No,Non-performing
CNB-011663,Lucky Nyamudeza,Beitbridge Branch,F. Moyo,Midlands,Kwekwe,Green Energy Loan,Energy & utilities,Equipment & machinery,26/6/2019,15/6/2021,24,"$6,200","$1,736",46.60%,"$31,800",85.20%,0.62x,408,25,"$1,427",121.70%,83.80%,60,4,3,Severely declining,High,No,Non-performing
CNB-011664,Takudzwa Molife,Harare Main,T. Chinyoka,Midlands,Redcliff,School Fees Loan,Informal trade,No collateral,18/3/2019,8/9/2020,18,"$21,600","$6,048",43.00%,"$96,300",96.20%,0.70x,376,2,$0,,87.10%,150,2,4,Severely declining,High,No,Non-performing
CNB-011665,Ruramai Ndihlovu,Gweru Branch,L. Charamba,Masvingo,Masvingo,Digital Business Loan,Education,Residential property,25/6/2024,10/6/2027,36,"$5,000","$4,673",26.10%,"$32,400",44.80%,1.79x,675,15,"$9,739",48.00%,63.90%,30,0,1,Stable,Medium,No,Special mention
CNB-011666,Thabo Mpofu,Bulawayo Main,G. Mutasa,Manicaland,Mutare,Salary-Backed Loan,Manufacturing,Company guarantee,14/7/2021,7/6/2028,84,"$1,400",$930,24.50%,"$8,200",43.90%,1.17x,593,15,"$1,532",60.70%,49.70%,0,1,2,Declining,High,No,Special mention
CNB-011667,Simba Mawere,Harare Main,D. Rusike,Manicaland,Rusape,SME Working Capital Loan,Retail trade,No collateral,17/4/2023,16/7/2023,3,"$2,800",$784,27.30%,"$21,200",38.90%,1.35x,628,2,$0,,42.20%,0,2,0,Stable,Medium,Yes,Performing
CNB-011668,Thandeka Msipa,Beitbridge Branch,F. Moyo,Bulawayo Metropolitan,Bulawayo,Import Finance,Agro-processing,Company guarantee,3/6/2022,1/9/2022,3,"$1,100",$308,35.80%,"$7,500",64.00%,0.85x,467,7,$699,44.00%,72.70%,14,3,2,Severely declining,High,Yes,Watch
CNB-011669,Takudzwa Tshababala,Masvingo Branch,H. Zimba,Bulawayo Metropolitan,Bulawayo,Microfinance Loan,Agriculture,Residential property,3/2/2021,28/7/2022,18,"$1,400",$392,49.50%,"$5,800",79.40%,0.79x,373,10,$948,41.40%,90.60%,60,2,3,Declining,High,No,Watch
CNB-011670,Sipho Kariwo,Chinhoyi Branch,N. Gumbo,Mashonaland West,Chinhoyi,Transport Fleet Finance,Construction,Commercial vehicle,10/9/2021,20/8/2025,48,"$1,500",$662,32.00%,"$2,800",56.90%,1.01x,546,5,"$1,712",38.70%,78.20%,30,3,1,Stable,High,No,Watch
CNB-011671,Edmore Phiri,Kwekwe Branch,E. Mapfumo,Harare Metropolitan,Harare,Import Finance,Agriculture,No collateral,29/5/2023,18/5/2025,24,"$2,400","$1,222",51.30%,"$7,700",69.20%,0.54x,408,5,$0,,85.40%,90,7,3,Declining,High,No,Non-performing
CNB-011672,Danai Pasicha,Mutare Branch,D. Rusike,Harare Metropolitan,Harare,Digital Business Loan,Agriculture,Commercial property,9/3/2020,17/2/2024,48,"$2,300",$644,25.30%,"$5,200",53.70%,1.53x,641,7,$989,65.10%,43.60%,0,1,1,Improving,High,No,Performing
CNB-011673,Nozipho Zvobgo,Chinhoyi Branch,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Medical Finance,Transport & logistics,Equipment & machinery,23/1/2019,17/12/2025,84,"$7,200","$2,925",25.00%,"$29,500",54.00%,1.69x,670,0,"$3,154",92.80%,38.20%,14,2,0,Declining,Low,No,Special mention
CNB-011674,Trust Taruvinga,Mutare Branch,M. Ndlovu,Harare Metropolitan,Harare,Import Finance,Informal trade,Agricultural land,14/5/2019,8/5/2020,12,"$25,400","$7,112",43.70%,"$184,200",84.60%,0.58x,371,3,"$12,898",55.10%,83.70%,120,7,4,Declining,High,No,Non-performing
CNB-011675,Lucky Mutasa,Masvingo Branch,D. Rusike,Bulawayo Metropolitan,Bulawayo,Salary-Backed Loan,Agriculture,Commercial property,18/6/2019,28/5/2023,48,"$8,500","$2,380",31.10%,"$56,400",69.30%,1.15x,522,15,"$4,205",56.60%,84.70%,0,3,2,Severely declining,Medium,No,Watch
CNB-011676,Prosper Mukwewa,Chinhoyi Branch,B. Makoni,Manicaland,Chipinge,Youth Enterprise Loan,Construction,Residential property,8/7/2019,4/1/2020,6,"$7,600","$2,128",17.80%,"$35,100",26.20%,3.29x,788,7,"$3,136",67.90%,44.20%,0,1,0,Declining,Low,No,Performing
CNB-011677,Tendai Ushamba,Harare Main,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Construction,No collateral,12/3/2019,6/3/2020,12,"$10,800","$3,024",16.50%,"$74,000",10.00%,2.65x,709,7,$0,,8.80%,0,1,0,Improving,Medium,Yes,Performing
CNB-011678,Tsungirirai Munyeza,Harare Main,B. Makoni,Bulawayo Metropolitan,Bulawayo,Microfinance Loan,Mining,Motor vehicle,14/12/2020,7/6/2022,18,"$22,100","$6,188",44.10%,"$152,900",68.60%,0.84x,404,7,"$6,483",95.40%,82.80%,45,5,3,Declining,High,No,Non-performing
CNB-011679,Mxolisi Nhiwatiwa,Gweru Branch,E. Mapfumo,Mashonaland West,Kariba,Microfinance Loan,Health & pharmaceuticals,Personal guarantee,30/12/2022,19/12/2024,24,"$1,000",$359,30.90%,"$3,000",51.10%,0.90x,485,20,$417,86.00%,64.80%,45,2,1,Declining,High,No,Watch
CNB-011680,Munyaradzi Mlambo,Harare Main,D. Rusike,Bulawayo Metropolitan,Bulawayo,Agricultural Input Finance,Construction,Commercial vehicle,17/4/2024,7/4/2026,24,"$5,000","$4,165",30.60%,"$28,300",70.20%,1.17x,465,1,"$3,052",136.50%,70.00%,30,3,3,Severely declining,Medium,No,Watch
CNB-011681,Tinotenda Gumbo,Gweru Branch,R. Ncube,Masvingo,Chiredzi,Green Energy Loan,Construction,Equipment & machinery,9/9/2022,3/8/2029,84,"$3,800","$2,982",22.80%,"$9,300",22.30%,3.37x,826,5,"$8,101",36.80%,20.60%,0,0,0,Stable,Low,No,Performing
CNB-011682,Sekai Mpofu,Gweru Branch,M. Ndlovu,Masvingo,Masvingo,Agricultural Input Finance,Agriculture,Residential property,30/10/2023,22/4/2025,18,"$45,900","$25,276",26.00%,"$290,500",41.80%,1.70x,599,7,"$39,911",63.30%,47.50%,14,1,0,Declining,Medium,No,Special mention
CNB-011683,Sithembile Sithole,Mutare Branch,D. Rusike,Harare Metropolitan,Harare,Import Finance,Retail trade,Residential property,18/11/2020,8/11/2022,24,"$36,100","$10,108",36.50%,"$132,400",61.60%,1.02x,415,5,"$22,811",44.30%,67.90%,45,1,2,Severely declining,High,No,Watch
CNB-011684,Kudakwashe Mwale,Bulawayo Main,H. Zimba,Harare Metropolitan,Harare,Agricultural Input Finance,Transport & logistics,Salary cession,28/11/2021,23/11/2022,12,$800,$224,21.80%,"$4,800",14.80%,2.38x,777,5,$219,102.40%,14.70%,0,0,0,Stable,Medium,Yes,Performing
CNB-011685,Lucky Malunga,Chinhoyi Branch,A. Nkomo,Harare Metropolitan,Harare,Medical Finance,Agriculture,Commercial property,14/7/2023,10/1/2024,6,"$18,600","$5,208",30.50%,"$63,600",55.20%,1.03x,447,10,"$8,309",62.70%,72.70%,45,2,0,Severely declining,Medium,No,Watch
CNB-011686,Mthulisi Khumalo,Chitungwiza Branch,E. Mapfumo,Harare Metropolitan,Harare,Transport Fleet Finance,Construction,Personal guarantee,20/9/2022,4/9/2025,36,"$2,500","$1,263",35.80%,"$7,400",72.70%,1.05x,494,15,"$1,663",76.00%,87.40%,60,3,2,Stable,High,Yes,Watch
CNB-011687,Sandile Nyamudeza,Kwekwe Branch,B. Makoni,Manicaland,Mutare,Women in Business Loan,Manufacturing,Motor vehicle,24/8/2022,8/8/2025,36,"$57,200","$27,875",18.80%,"$281,900",14.40%,2.49x,679,5,"$21,537",129.40%,18.70%,0,1,0,Improving,Low,Yes,Performing
CNB-011688,Tatenda Molife,Kwekwe Branch,L. Charamba,Midlands,Kwekwe,Green Energy Loan,Education,Agricultural land,7/5/2020,2/5/2021,12,"$70,100","$19,628",35.70%,"$310,700",59.60%,1.16x,495,10,"$34,391",57.10%,88.70%,14,4,2,Stable,High,No,Special mention
CNB-011689,Thabo Pasicha,Beitbridge Branch,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Retail trade,Agricultural land,31/7/2019,20/7/2021,24,"$7,700","$2,156",17.30%,"$54,800",15.30%,3.16x,798,15,"$2,463",87.50%,39.30%,7,1,0,Stable,Low,No,Special mention
CNB-011690,Kudzie Tshuma,Victoria Falls Branch,G. Mutasa,Midlands,Kwekwe,School Fees Loan,Informal trade,Motor vehicle,11/3/2019,9/6/2019,3,"$9,200","$2,576",23.20%,"$57,600",29.50%,1.25x,659,5,"$2,339",110.10%,42.40%,14,2,0,Stable,High,Yes,Special mention
CNB-011691,Danai Ushamba,Chinhoyi Branch,N. Gumbo,Harare Metropolitan,Harare,Trade Finance Facility,Hospitality & tourism,Personal guarantee,27/7/2023,23/1/2024,6,"$14,700","$4,116",23.80%,"$105,500",45.70%,1.55x,651,5,"$9,089",45.30%,63.50%,0,0,1,Stable,Low,No,Special mention
CNB-011692,Fidelis Musekiwa,Mutare Branch,C. Sibanda,Midlands,Gweru,Microfinance Loan,Hospitality & tourism,Commercial vehicle,6/1/2019,16/12/2022,48,"$5,100","$1,428",31.40%,"$22,000",48.70%,1.77x,544,5,"$3,667",38.90%,55.60%,7,2,1,Stable,Medium,Yes,Special mention
CNB-011693,Loveness Zvobgo,Beitbridge Branch,E. Mapfumo,Matabeleland North,Victoria Falls,School Fees Loan,Retail trade,Personal guarantee,1/3/2024,14/2/2027,36,"$158,800","$136,145",27.20%,"$381,500",33.60%,1.49x,555,5,"$177,278",76.80%,38.20%,14,2,0,Stable,Low,No,Special mention
CNB-011694,Rumbidzai Banda,Bulawayo Main,S. Dube,Masvingo,Masvingo,Import Finance,Hospitality & tourism,Equipment & machinery,7/6/2019,1/5/2026,84,"$14,200","$6,317",16.70%,"$57,400",29.20%,3.01x,699,10,"$8,339",75.80%,5.30%,0,0,0,Improving,Low,No,Performing
CNB-011695,Rutendo Muyambi,Kwekwe Branch,E. Mapfumo,Mashonaland Central,Bindura,Green Energy Loan,Agriculture,Residential property,9/2/2023,8/8/2023,6,"$9,500","$2,660",33.00%,"$69,500",72.80%,0.95x,452,2,"$1,679",158.40%,66.70%,14,1,0,Declining,High,Yes,Special mention
CNB-011696,Zanele Zimba,Gweru Branch,R. Ncube,Matabeleland South,Beitbridge,Agricultural Input Finance,Transport & logistics,Commercial vehicle,28/5/2019,22/5/2020,12,"$1,800",$504,18.00%,"$4,100",16.00%,1.80x,793,3,"$1,323",38.10%,9.70%,7,1,1,Stable,Low,No,Special mention
CNB-011697,Tino Manyere,Harare Main,L. Charamba,Bulawayo Metropolitan,Bulawayo,SME Working Capital Loan,Agriculture,Equipment & machinery,8/8/2019,28/7/2021,24,"$5,200","$1,456",48.60%,"$6,900",84.20%,0.37x,287,5,"$3,737",39.00%,91.20%,30,5,2,Declining,High,No,Non-performing
CNB-011698,Sipho Charamba,Victoria Falls Branch,M. Ndlovu,Harare Metropolitan,Harare,Youth Enterprise Loan,Agriculture,Stock/inventory pledge,2/5/2023,16/4/2026,36,"$7,000","$4,583",38.10%,"$28,600",63.00%,0.87x,432,20,"$9,643",47.50%,85.00%,150,4,1,Severely declining,Medium,Yes,Non-performing
CNB-011699,Sandile Mhike,Harare Main,P. Mhlanga,Matabeleland South,Beitbridge,Trade Finance Facility,Hospitality & tourism,Residential property,3/2/2021,28/7/2022,18,"$14,300","$4,004",22.80%,"$50,200",8.10%,3.57x,786,1,"$7,197",55.60%,25.00%,0,0,0,Declining,Low,No,Performing
CNB-011700,Ntombifuthi Majoni,Victoria Falls Branch,N. Gumbo,Bulawayo Metropolitan,Bulawayo,Women in Business Loan,Transport & logistics,Agricultural land,2/3/2019,25/2/2020,12,"$25,600","$7,168",26.00%,"$107,300",46.80%,1.41x,640,10,"$16,780",42.70%,67.50%,14,0,0,Improving,High,Yes,Special mention
CNB-011701,Mudiwa Nkala,Harare Main,L. Charamba,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Hospitality & tourism,Commercial vehicle,25/3/2022,9/3/2025,36,"$1,400",$540,23.20%,"$11,100",11.70%,3.71x,725,3,$656,82.40%,19.90%,0,1,0,Improving,Medium,No,Performing
CNB-011702,Nyasha Ndlovu,Chitungwiza Branch,E. Mapfumo,Manicaland,Mutare,Green Energy Loan,Agriculture,Motor vehicle,18/4/2019,7/4/2021,24,"$3,000",$840,22.40%,"$11,700",16.30%,3.65x,765,5,"$2,091",40.20%,24.90%,0,1,0,Improving,Low,No,Performing
CNB-011703,Sipho Molife,Beitbridge Branch,G. Mutasa,Masvingo,Masvingo,Equipment Finance,Construction,Company guarantee,26/1/2020,15/1/2022,24,"$2,800",$784,31.70%,"$16,500",54.60%,0.95x,546,10,$482,162.80%,68.90%,14,2,0,Declining,High,No,Special mention
CNB-011704,Sandile Nhema,Victoria Falls Branch,C. Sibanda,Masvingo,Chiredzi,Digital Business Loan,Transport & logistics,No collateral,25/4/2022,20/4/2023,12,"$4,800","$1,344",20.30%,"$13,200",14.60%,2.53x,669,5,$0,,19.60%,0,1,0,Stable,Medium,Yes,Performing
CNB-011705,Rumbidzai Phidza,Bulawayo Main,T. Chinyoka,Harare Metropolitan,Harare,Salary-Backed Loan,Financial services,No collateral,22/7/2020,18/1/2021,6,$800,$224,51.50%,"$4,800",82.60%,0.50x,345,5,$0,,87.60%,45,7,2,Severely declining,Medium,No,Watch
CNB-011706,Ropafadzo Moyo,Gweru Branch,G. Mutasa,Matabeleland North,Victoria Falls,Women in Business Loan,Health & pharmaceuticals,Motor vehicle,29/4/2024,24/4/2025,12,"$108,200","$74,658",39.00%,"$303,700",49.50%,0.99x,451,7,"$71,050",105.10%,67.50%,45,1,0,Severely declining,High,No,Watch
CNB-011707,Dzikamai Malunga,Kwekwe Branch,R. Ncube,Matabeleland South,Beitbridge,Agricultural Input Finance,Agriculture,Residential property,15/10/2023,8/9/2030,84,"$45,700","$41,104",18.80%,"$206,700",19.50%,2.62x,776,10,"$69,871",58.80%,26.00%,0,0,0,Improving,Low,Yes,Performing
CNB-011708,Ntombifuthi Mawere,Bulawayo Main,F. Moyo,Bulawayo Metropolitan,Bulawayo,School Fees Loan,Real estate,Commercial property,18/7/2020,8/7/2022,24,$600,$168,42.80%,"$4,100",72.90%,0.33x,315,3,$403,41.70%,94.30%,120,3,1,Severely declining,High,No,Non-performing
CNB-011709,Admire Rusike,Chinhoyi Branch,E. Mapfumo,Harare Metropolitan,Harare,Youth Enterprise Loan,Retail trade,Salary cession,1/2/2019,21/1/2021,24,"$3,700","$1,036",22.40%,"$7,900",41.20%,1.83x,612,1,$961,107.80%,38.50%,7,0,1,Stable,Medium,No,Special mention
CNB-011710,Tonderai Samasuwo,Chinhoyi Branch,F. Moyo,Manicaland,Mutare,SME Working Capital Loan,Construction,Residential property,23/2/2023,7/2/2026,36,"$2,600","$1,584",17.60%,"$7,400",19.30%,2.42x,830,1,"$4,384",36.10%,37.70%,0,0,0,Stable,Low,Yes,Performing
CNB-011711,Blessed Muguti,Bulawayo Main,T. Chinyoka,Harare Metropolitan,Harare,Women in Business Loan,Hospitality & tourism,Commercial vehicle,24/5/2021,22/8/2021,3,"$6,300","$1,764",18.00%,"$43,700",30.20%,2.74x,673,0,"$1,881",93.80%,41.30%,0,0,1,Improving,Low,Yes,Performing
CNB-011712,Simba Tekere,Chinhoyi Branch,D. Rusike,Harare Metropolitan,Harare,Digital Business Loan,Health & pharmaceuticals,Commercial property,3/9/2021,29/8/2022,12,"$12,300","$3,444",50.70%,"$15,500",88.50%,0.39x,410,7,"$8,691",39.60%,81.20%,150,7,3,Severely declining,High,No,Non-performing
CNB-011713,Lindiwe Ndlovu,Chinhoyi Branch,P. Mhlanga,Masvingo,Masvingo,Green Energy Loan,Transport & logistics,Salary cession,2/1/2024,25/6/2025,18,"$3,400","$2,162",24.20%,"$8,600",38.70%,1.59x,643,7,"$1,623",133.30%,64.80%,14,2,1,Improving,Medium,No,Special mention
CNB-011714,Mthokozisi Mawere,Kwekwe Branch,R. Ncube,Bulawayo Metropolitan,Bulawayo,Salary-Backed Loan,Agriculture,Residential property,1/1/2024,21/12/2025,24,"$3,900","$2,831",24.00%,"$24,300",22.60%,3.55x,791,7,"$6,523",43.40%,22.40%,0,0,0,Stable,Medium,Yes,Performing
CNB-011715,Lungelo Muyambi,Beitbridge Branch,T. Chinyoka,Midlands,Kwekwe,Export Finance,Financial services,Residential property,19/7/2019,28/6/2023,48,"$4,200","$1,176",20.60%,"$31,000",9.10%,3.44x,775,10,"$1,244",94.50%,7.20%,0,0,0,Improving,Medium,No,Performing
CNB-011716,Tinashe Chirwa,Mutare Branch,T. Chinyoka,Harare Metropolitan,Epworth,Youth Enterprise Loan,Construction,Share pledge,9/9/2022,24/8/2025,36,"$3,400","$1,693",16.30%,"$7,600",12.70%,2.95x,793,2,"$4,131",41.00%,43.20%,7,1,0,Stable,Medium,Yes,Special mention
CNB-011717,Tsungirirai Kariwo,Gweru Branch,D. Rusike,Manicaland,Rusape,Youth Enterprise Loan,Informal trade,Equipment & machinery,6/12/2023,9/11/2028,60,"$4,500","$3,960",16.40%,"$28,700",23.80%,2.69x,670,5,"$5,420",73.10%,7.80%,0,1,0,Improving,Medium,Yes,Performing
